LGTM数,記事タイトル,タグ,見出し,URL,コメント数,著者
2668,早く知っておきたかったmatplotlibの基礎知識、あるいは見た目の調整が捗るArtistの話,"[""Python"", ""matplotlib"", ""seaborn"", ""pandas"", ""実験屋のためのPython""]","
[Python] matplotlib: 論文用に図の体裁を整える - Qiita
また、英語かつver. 1.3ベースの情報ですが、こんなのもありました。
Handout ...",https://qiita.com//skotaro/items/08dc0b8c5704c94eafb9,5,skotaro
2646,プログラマーの君！ 騙されるな！ シェルスクリプトはそう書いちゃ駄目だ！！ という話,"[""Bash"", ""シェルスクリプト""]","スクリプトはポータビリティが大事ですから、環境に依存しにくいシェルスクリプトは理に適っています。
ですが、コマンドを実行するだけならNode.jsでもRubyでもPython ...",https://qiita.com//piroor/items/77233173707a0baa6360,18,piroor
2450,【保存版・初心者向け】独学でAIエンジニアになりたい人向けのオススメの勉強方法,"[""Python"", ""機械学習"", ""AI"", ""AIAcademy"", ""DeepLearning""]","初心者向け】独学でAIエンジニアになりたい人向けのオススメの勉強方法
【保存版・初心者向け】独学でAIエンジニアになりたい人向けのオススメのAI勉強方法 
また、Python ...",https://qiita.com//tani_AI_Academy/items/4da02cb056646ba43b9d,9,tani_AI_Academy
2449,Javaを使うなら知っておきたい技術、フレームワーク、ライブラリ、ツールまとめ,"[""ツール"", ""ライブラリ"", ""Java""]","を採用しているため、コンパイル無しでもブラウザで表示ができる。
Mustache.java
Java以外にRuby, JavaScript, Python, PHP, Go, ...",https://qiita.com//disc99/items/727b51dbe737602a5c91,17,disc99
2425,すべての開発者へ。すごいGitHubリポジトリ10選,"[""GitHub"", ""JavaScript"", ""プログラミング"", ""api"", ""翻訳""]",.gitignoreファイルが必須となります。このファイルの内容は、プロジェクトごと、言語ごとに異なります。このリポジトリには、Rails、Python、Perl、Larav ...,https://qiita.com//baby-degu/items/6c0c73a1e79644ebbb1a,,baby-degu
2378,動的言語だけやってた僕が、38日間Go言語を書いて学んだこと,"[""Go"", ""PHP"", ""Java""]","もヒントになるように、どのようにGo言語を始めて、どのような手順で学んできたかまとめておきます。
筆者のバックグランド
PHP歴、JavaScript歴10年~
Python ...",https://qiita.com//suin/items/22662f43b6a6e8728798,2,suin
2372,Node.jsとはなにか？なぜみんな使っているのか？,"[""JavaScript"", ""Node.js""]","てPythonやRubyのような一般的なプログラミング言語は通常「パソコン上」で動作します。1
このことが生み出す違いは、OSの機能にアクセスできるかどうかです。
「OSの機 ...",https://qiita.com//non_cal/items/a8fee0b7ad96e67713eb,6,non_cal
2296,データ分析で頻出のPandas基本操作,"[""Python"", ""pandas"", ""tutorial""]","utorial
Pandasについて
公式ドキュメント：http://pandas.pydata.org/pandas-docs/stable/
pandasは、Python ...",https://qiita.com//ysdyt/items/9ccca82fc5b504e7913a,9,ysdyt
2270,Djangoを最速でマスターする part1,"[""Django"", ""Python""]","初めに
最近、「機械学習に強い」、「簡単」などの理由からPythonを選ぶ人が多いと思います。
そんな人たちがWebを書こうと思った時にぶつかるのがDjangoの壁ですよね。 ...",https://qiita.com//gragragrao/items/373057783ba8856124f3,42,gragragrao
2252,アルゴリズムとは何か！？ ～ 文系理系問わず楽しめる精選 6 問 ～,"[""アルゴリズム"", ""競技プログラミング"", ""DeepLearning"", ""機械学習"", ""新人プログラマ応援""]",です (現在なら Python もあった方が嬉しいかもなので続報期待)。ただし丁寧な反面、やや重いのが弱点です。「これを読まないと螺旋本・蟻本に進めない」と思ってしまうと気が ...,https://qiita.com//drken/items/f909b79ee03e679c7142,20,drken
2240,Python Django入門 (1),"[""Python"", ""Django""]","はじめに
なぜPythonを選ぶか
かなり独断と偏見が入っていますが、
シンプルな言語セット
某言語のように、呪文のように短く書けることが命ではない。
それでいて、書くコード ...",https://qiita.com//kaki_k/items/511611cadac1d0c69c54,3,kaki_k
2232,ブロックチェーンを作ることで学ぶ 〜ブロックチェーンがどのように動いているのか学ぶ最速の方法は作ってみることだ〜,"[""Python"", ""Python3"", ""Blockchain"", ""Bitcoin""]","o learn how Blockchains work is to build oneを本人の許可を得て翻訳したものです。
このブロックチェーンのリポジトリではPython ...",https://qiita.com//hidehiro98/items/841ece65d896aeaa8a2a,29,hidehiro98
2231,Googleが大量の機械学習用データベースを無料公開してた,"[""Python"", ""機械学習""]","個人用メモです。
機械学習は素材集めがとても大変です。
でもこの素材集め、実は無理してやらなくても、元から良質な無料データベースがあったようなのです。
URLはこちら
YouTube8-M
ht...",https://qiita.com//ulwlu/items/90dd8d79b12e10606299,4,ulwlu
2205,オレ プログラム ウゴカス   オマエ ゲンシジン ナル,"[""COTOHA"", ""NLP"", ""Python"", ""自然言語処理"", ""ネタ""]","ログラム カイタ
ゲンシジン ジョシ ツカワナイ
ゲンゴショリ スル ジョシ ケス
ゲンシジン カンジ ヒラガナ シラナイ
ゼンブ カタカナ スル
サンプル
$ python ...",https://qiita.com//Harusugi/items/f499e8707b36d0f570c4,89,Harusugi
2200,データサイエンティストを目指す人のpython環境構築 2016,"[""新人プログラマ応援"", ""Python"", ""Anaconda""]","pythonの環境構築について
""python 環境構築""でググると20万件くらいヒットしますが、割と内容が古いです。
タイトルにはデータサイエンティストと ...",https://qiita.com//y__sama/items/5b62d31cb7e6ed50f02c,5,y__sama
2109,2018年のフロントエンドエンジニアならこの程度は知ってて当然だよな？,"[""JavaScript"", ""フロントエンド"", ""エンジニア""]","。Electron。
Mitmproxy
同じくパケットキャプチャ・モニタリングツール。Python。
Paw
MAC用。
Postman
REST APIテストツールで、O ...",https://qiita.com//rana_kualu/items/96b303307d6435aedf8b,25,rana_kualu
2077,ソートを極める！ 〜 なぜソートを学ぶのか 〜,"[""アルゴリズム"", ""競技プログラミング"", ""ソート"", ""数学"", ""新人プログラマ応援""]","<< "" "";
cout << endl;
}
とすればよいです。結果は
51 37 66 23 15 12 89 3 
となりました。
Python ...",https://qiita.com//drken/items/44c60118ab3703f7727f,24,drken
2078,Webアプリケーションフレームワーク導入時に考慮すべき22の観点,"[""設計"", ""DDD"", ""アーキテクチャ"", ""フレームワーク""]","、Pythonあたりを念頭に置いている。 ↩
達人プログラマーの「第2節 ソフトウェアのエントロピー」もあわせて参照のこと。 ↩
これは経験則です。DDDで変化に強いコードに ...",https://qiita.com//tmknom/items/08b69594e32a92bccee5,10,tmknom
2035,2020年の開発者が知っておくべき11の必須スキル,"[""プログラミング"", ""初心者"", ""日本語訳"", ""スキルアップ""]","dio CodeといったモダンIDEは、プログラマにとって最も重要なツールです。
C、C++、C# プログラマの選ぶべきIDEはVisual Studio一択で、Python ...",https://qiita.com//rana_kualu/items/c79a16ff503c86b27483,9,rana_kualu
2023,1分でも早く仕事を終わらせるためにVSCodeにできること,"[""VSCode"", ""効率化"", ""IDE""]","に非常に重宝します。
サポートされている言語には限りがありますが、執筆時点では...
TypeScript
Python
Go
Ruby
C#
...etc
と10数個の言語 ...",https://qiita.com//EaE/items/4ca1b35396eba682a86f,13,EaE
2015,Denoの登場でNode.jsの時代は終わるのか？,"[""deno"", ""Node.js"", ""JavaScript""]","まった
GYPも醜い内部インターフェースではない-V8にバインドしようとしている人に公開されている
しかし、ユーザーにとってはひどいUXである。JSONではなく、Python ...",https://qiita.com//so99ynoodles/items/c3ba2a528052827e3b3c,4,so99ynoodles
1995,意外ととっつきやすいOSS開発参加方法まとめ,"[""新人プログラマ応援"", ""OSS"", ""初心者""]","moongift.jp/tag/php
Java: http://d.hatena.ne.jp/taichitaichi/20110609/1307641027
Python ...",https://qiita.com//shunsuke227ono/items/94dd6e707d34a1da2617,2,shunsuke227ono
1987,「赤の他人」の対義語は「白い恋人」 これを自動生成したい物語,"[""Python"", ""自然言語処理"", ""mecab"", ""word2vec"", ""Python3""]","ます。
変数名とかおかしいのは気にしない・・・。
環境はWindows10 + Python3 +JupyterNotebook を前提としています。
Word2Vecのモデ ...",https://qiita.com//youwht/items/f21325ff62603e8664e6,20,youwht
1962,Python Webスクレイピング テクニック集「取得できない値は無い」JavaScript対応@追記あり6/12,"[""Python"", ""スクレイピング""]","この記事について
本記事はPythonを使ったWebスクレイピングのテクニックを紹介します。
※お酒飲みながら暇つぶしで書いたので割と適当です。
今回紹介するテクニックを使え ...",https://qiita.com//Azunyan1111/items/b161b998790b1db2ff7a,89,Azunyan1111
1949,Webエンジニア1年目の自分に捧げたい本・記事を超まとめ,"[""技術書"", ""新人プログラマ応援"", ""初心者"", ""まとめ""]","みて比べたけど、この本が一番理解しやすかった。
プログラムの動作の仕組みが図示されていて、コンピューターサイエンスの知識がほとんどなくても頭に入ってきやすい。
『Python ...",https://qiita.com//virtual_techX/items/35034d28cdb9255367ba,13,virtual_techX
1940,今時のPythonはこう書く2020,"[""Python""]","はじめに
システム作ってるとかライブラリ作ってるみたいなある程度Pythonを綺麗に1書くことが求められる方々に向けた記事です。
(機械学習系のライブラリを使うために",https://qiita.com//nicco_mirai/items/c1810ed2a6fc8c53c006,8,nicco_mirai
1917,2018年の最先端バックエンドエンジニアになろう,"[""Node.js"", ""PHP"", ""バックエンド""]","れば、次は別のスクリプト言語ではなく、関数型言語もしくはマルチパラダイム言語から選択することをお勧めします。
例えばPHPやNode.jsを使っているのであれば、Python ...",https://qiita.com//rana_kualu/items/19ab559dddbca6674417,2,rana_kualu
1904,ReactとVueのどちらを選ぶか,"[""Vue.js"", ""JavaScript"", ""React""]","主に非Web系のバックエンド開発者(C/C++, Java, Python等を使用)がReactとVueをそれぞれ簡単に触れて、感じたメリット、思ったことなどをまとめています ...",https://qiita.com//yoichiwo7/items/236b6535695ea67b4fbe,15,yoichiwo7
1892,気付いたら.gitignoreはgiboで自動生成する時代になっていた,"[""Git"", ""gitignore"", ""gibo""]","            Joomla          Python          VisualStudio
D           Julia           Qo ...",https://qiita.com//tmknom/items/c4bcebe17d25381fa45d,1,tmknom
1852,レッドコーダーが教える、競プロ・AtCoder上達のガイドライン【中級編：目指せ水色コーダー！】,"[""競技プログラミング"", ""AtCoder"", ""アルゴリズム"", ""数学"", ""新人プログラマ応援""]","　三井住友信託銀行プログラミングコンテスト 2019 D - Lucky PIN
7　JOI 2007 本選 3 - 最古の遺跡　面白いです。Python3 だと想定解法が  ...",https://qiita.com//e869120/items/eb50fdaece12be418faa,13,e869120
1840,null安全でない言語は、もはやレガシー言語だ,"[""Swift"", ""Java"", ""JavaScript"", ""Python"", ""Kotlin""]","k
Nullable
PHP
Hack Documentation
-
Kotlin
Null Safety
Java
Reference
Try Kotlin
Python ...",https://qiita.com//koher/items/e4835bd429b88809ab33,31,koher
1816,外国人が語る：英語でクラスやメソッド等の名付け方,"[""English"", ""英語"", ""Ruby"", ""Python"", ""オブジェクト指向""]",「え！？これってアリなん？？普通の英語の文章を読んでるみたい！」って思って結構印象が残されました。でもよく考えてみれば、JavaからRubyの勉強を始めた時、またPython ...,https://qiita.com//gazayas/items/3d352d1b6ec9a225c6f6,17,gazayas
1786,全国のSeleniumer必読,"[""Selenium"", ""Cucumber"", ""TravisCI"", ""Capybara"", ""Jenkins""]","ます
PyAutoGUI
2019/03/02 追記
Sikuliのように画像ベースで画面の操縦ができるPython製のツールです。
PyAutoGUIを使った自動化 -入門 ...",https://qiita.com//oh_rusty_nail/items/b8ba525d31ea7c522856,17,oh_rusty_nail
1770,英語力と技術力向上のための海外Tech系Youtuber10選 +n,"[""YouTube"", ""Python"", ""JavaScript"", ""学習"", ""英語""]",。React、React Native、GraphQL、Typescript、Node.js、PostgreSQL、Python、その他あらゆるコーディングについて紹介。Re ...,https://qiita.com//e99h2121/items/81aad5a2b5be667b93cb,9,e99h2121
1766,東大松尾研から新たに無償公開されたDeep Learning講座「DL4US」が良い、という話,"[""Python"", ""DeepLearning"", ""Keras"", ""ポエム""]","は「エンジニア向けに実装に重きを置いて、より実践的な内容」になっているとのことで
モデルを作成して実際に動かすところが何度も出てくる内容になっています。
本講座はPython ...",https://qiita.com//katsuki104/items/e0f81a9cacc3e5f4fcd7,7,katsuki104
1747,ディープラーニングさえあれば、競馬で回収率100%を超えられる,"[""Python"", ""TensorFlow"", ""ディープラーニング"", ""競馬"", ""データ分析""]","します。オッズ高めを狙うので、当てたときのリターンは大きいんですが。
やったことは以上です。
プログラムはこちら
3着指数の予測モデル作成と検証までのプログラム（Python ...",https://qiita.com//yossymura/items/334a8f3ef85bff081913,27,yossymura
1730,【機械学習】ディープラーニング フレームワークChainerを試しながら解説してみる。,"[""Python"", ""DeepLearning"", ""機械学習"", ""Chainer"", ""ディープラーニング""]","て内容を少し解説する記事を書いてみたいと思います。
(本記事のコードの全文をGitHubにアップしました。[PC推奨])
とにかく、インストールがすごく簡単かつ、Python ...",https://qiita.com//kenmatsu4/items/7b8d24d4c5144a686412,25,kenmatsu4
1729,最強の dotfiles 駆動開発と GitHub で管理する運用方法,"[""dotfiles"", ""Vim"", ""Zsh"", ""ShellScript"", ""GitHub""]", のみでデプロイやイニシャライズを行っています。しかし、GitHub で「dotfiles」で検索してみると、Rakefile（Ruby）や他のスクリプト言語系（Python ...,https://qiita.com//b4b4r07/items/b70178e021bef12cd4a2,8,b4b4r07
1725,matplotlibのめっちゃまとめ,"[""Python"", ""Python3"", ""matplotlib""]","0. はじめに
やりたいことがあるたびにいちいちGoogleや公式サイトで検索してそれっぽいのを探すのはもう面倒だ。
やっとそれっぽいのを見つけたのに、一行で済むようなことを「plt.なんちゃら...",https://qiita.com//nkay/items/d1eb91e33b9d6469ef51,7,nkay
1701,自然言語処理における前処理の種類とその威力,"[""自然言語処理"", ""機械学習"", ""Python""]","://regex101.com/
Pythonには Beautiful Soup や lxml のようなクリーニングを行うのに便利なライブラリがあります。
Beautiful ...",https://qiita.com//Hironsan/items/2466fe0f344115aff177,,Hironsan
1695,線形代数を学ぶ理由,"[""Python"", ""数学""]","を課して、初期条件として山型の温度分布を与えます。適当な時間刻みで時間発展させ、途中の温度を重ねてプロットするPythonコードはこんな感じになるでしょう2。
import  ...",https://qiita.com//kaityo256/items/872a2b2fdf977c0e3fbb,18,kaityo256
1690,ログ設計指針,"[""Java"", ""PHP"", ""log"", ""ShellScript"", ""EC-CUBE""]","
PSR-3
Python Logging Levels
Ruby library logger
出力場所
ログは、運用担当者が、できるだけすぐに見つけられる場所に出力する。 ...",https://qiita.com//nanasess/items/350e59b29cceb2f122b3,2,nanasess
1686,高校生にWeb上でプログラミングを教え始めたエンジニアがこの8ヶ月間で得た気づき,"[""プログラミング"", ""教育"", ""エンジニア"", ""N予備校"", ""N高等学校""]","の学習時間を想定しています。
なお初期の学習にはRubyやPythonといった言語も想定されていましたが、初期学習の言語には、JavaScript、具体的にはES6/ECMA ...",https://qiita.com//sifue/items/7e7c7867b64ce9742aee,9,sifue
1683,OSSのデータ可視化ツール「Metabase」が超使いやすい,"[""OSS"", ""データ分析"", ""可視化"", ""Metabase"", ""Clojure""]","が活発
サーバーサイドがClojureっていうのも格好いい。
Pythonから移行したらしい。Why we picked Clojure
フロントエンドはAngularからR ...",https://qiita.com//acro5piano/items/0920550d297651b04387,5,acro5piano
1682,ディープラーニングの判断根拠を理解する手法,"[""機械学習"", ""Python"", ""MachineLearning""]","ディープラーニングは特定分野で非常に高い精度が出せることもあり、その応用範囲はどんどん広がっています。
しかし、そんなディープラーニングにも弱点はあります。その中でも大きい問題点が、「何を根拠に...",https://qiita.com//icoxfog417/items/8689f943fd1225e24358,2,icoxfog417
1676,たった1人から始める社内テストコード文化,"[""Python"", ""pytest"", ""CI"", ""Jenkins"", ""CircleCI""]","ました。
たった１人から始めるテストコード文化
知ってるエンジニアに聞いて周ったらテスト書いたことある人が2人くらいいた。本人には言わないけどメンター認定してPythonとD ...",https://qiita.com//haminiku/items/9f1b9a2fb773c732c494,,haminiku
1670,関数型言語のウソとホント,"[""関数型言語"", ""JavaScript"", ""Haskell""]",したのですが、『いろんなものを関数で表すというのは、関数型言語に限らず、他のプログラミング言語でも同じなんじゃないか』という疑問もあるようです。例えば、Python2では標準 ...,https://qiita.com//hiruberuto/items/26a813ab2b188ca39019,78,hiruberuto
1669,HTTP/1.1 200 OK,"[""rest"", ""JavaScript""]","CSS)等のメタ言語で書いてから、コンパイルをかけて、その出力結果のCSSファイルを利用する、という開発手法が主流になってきているようだ。
　SassはRuby/Python ...",https://qiita.com//katanov/items/1d99d27844392e380ec7,2,katanov
1654, 「写経」を自動化し、オートで功徳を積める仕組みを作ってみたのでございます。,"[""Python"", ""写経"", ""自動化"", ""pyautogui"", ""RPA""]","」をPythonで作ってみたのでございます。
出来たもの
こちらのgifをご覧くださいませ。
最終的に動作コード含めて作り方を全てご提示いたします。
重要な方針＝真心をこめた ...",https://qiita.com//youwht/items/616ccc062725fa050a34,66,youwht
1623,技術書ランキングサイトをQiita記事の集計から作ったら、約4000冊の技術本がいい感じに並んだ,"[""Ruby"", ""JavaScript"", ""Qiita"", ""技術書"", ""初心者""]","人工知能は人間を超えるか」という本の場合、この本には２０以上のタグが付いている。
ウェブサイトで見ていただくとドーナツグラフでタグの分析結果が見れるようにした。
Python ...",https://qiita.com//jabba/items/edefda09121877b79760,18,jabba
1620,Django REST Frameworkを使って爆速でAPIを実装する,"[""Python"", ""Django"", ""rest"", ""api""]","この記事は「Python その2」Advent Calendar 2015の14日目です。
何を書こうか迷ってましたが、今年学んだPython関係の技術で一 ...",https://qiita.com//kimihiro_n/items/86e0a9e619720e57ecd8,14,kimihiro_n
1619,Pythonでも簡単にGUIは作れる,"[""Python"", ""PySimpleGUI"", ""GUI""]","PythonだってGUIを作りたい
Pythonで書いたプログラムを実行して使う場合、『GUIで入出力できたら便利なのに…』と思うときはありませんか？
誰か ...",https://qiita.com//konitech913/items/61dc715ddaad54505a29,6,konitech913
1607,Web Developer Roadmap 2018が2019年版になっていたので比較してみる,"[""devops"", ""frontend"", ""Backend"", ""ロードマップ""]","言語が存在し、メジャーなものだけでも表のようにスクリプトや関数型などに分けられます。
それぞれ得手不得手はありますが、現在勢いがあるのは機械学習分野で急激に伸びたPython ...",https://qiita.com//ushironoko/items/a2420cf4a28af56907e5,17,ushironoko
1582,【秒速で無料GPUを使う】深層学習実践Tips on Colaboratory,"[""DeepLearning"", ""TensorFlow"", ""colaboratory"", ""Chainer"", ""PyTorch""]",的に、無償提供しています。ざっくりというなら、WordライクなGoogle Docs、ExcelライクなSpreadsheetといった、クラウドアプリケーションのPython ...,https://qiita.com//tomo_makes/items/b3c60b10f7b25a0a5935,14,tomo_makes
1559,平成の次の元号を、AIだけで決めさせる物語,"[""word2vec"", ""Python"", ""自然言語処理"", ""char2vec"", ""日本語""]","パス（wikipedia）の学習結果をもとに、
1006字×1006字の組み合わせの中から見つけ出す、ということ
コードの実行環境は全て、Windows10 + Python ...",https://qiita.com//youwht/items/0b204c3575c94fc786b8,9,youwht
1560,プログラマが知っているとよい色使い(JIS安全色),"[""色"", ""色彩工学"", ""配色"", ""色覚"", ""新人プログラマ応援""]","sで色相環24色の色彩調和パターンを作ってみる
https://qiita.com/m-shinozaki/items/1fa3109c1eac16f9e69e
Python ...",https://qiita.com//kaizen_nagoya/items/cb7eb3199b0b98904a35,9,kaizen_nagoya
1558,ログ出力のための print と import logging はやめてほしい,"[""Python"", ""Python3""]","はじめに
Python入門系の記事では概して、Pythonのロギング機能の紹介で最初にlogging.debug()といったloggingモジュール付属の関 ...",https://qiita.com//amedama/items/b856b2f30c2f38665701,34,amedama
1544,Awesome Python：素晴らしい Python フレームワーク・ライブラリ・ソフトウェア・リソースの数々,"[""Python"", ""Python3"", ""pip"", ""Python2""]","元記事: Awesome Python
Awesome List in Qiita
Awesome Ruby
Awesome Java
Awesome JavaScript
 ...",https://qiita.com//hatai/items/34c91d4ee0b54bd7cb8b,2,hatai
1526,Pythonのデコレータを理解するための12Step,"[""Python""]","古い記事なんですが, Pythonのデコレータの概念をつかむには良記事だったので和訳意訳してみました.
http://simeonfranklin.com/blog/2012 ...",https://qiita.com//_rdtr/items/d3bc1a8d4b7eb375c368,3,_rdtr
1515,iOSアプリ個人開発で使ってるツールとかノウハウを公開してみる,"[""iOS"", ""Swift"", ""Objective-C""]","す。
Swift / Objective-C（古い機能はObjective-Cで書いてあるので移行中）
HTML/CSS（アプリサポート用サイトのコーディング）
Python ...",https://qiita.com//shtnkgm/items/8d8d633be9e3ab1a504a,5,shtnkgm
