LGTM数,記事タイトル,タグ,見出し,URL,コメント数,著者
215,なぜReactが好きなのか答えられない人へ,"[""React"", ""Vue.js"", ""Angular"", ""フロントエンド"", ""初心者向け""]","ます。僕がやっていたときはXMLベースでしたが、実装におけるパターンは一緒だといってよいのではないでしょうか。(PHPやPerlはあまりやったことがなくて語れません)
なので ...",https://qiita.com//mqtsuo02/items/5701238e666e20416664,2,mqtsuo02
213,Atomへの誘い,"[""ATOM"", ""editor""]","、Elixir、Erlang、ActionScript/Flash/Flex/AIRの実装があるようです。
Perlなんて言語はこの世に存在しないことになっているようなので自 ...",https://qiita.com//s-shin/items/203e0f8c0aa00cfacfc5,,s-shin
212,Rustの概要や魅力をコードなしでまとめてみた,"[""Rust""]","レベルで安全志向の性質を考えると、驚くべき成果」と評されている
※2020年版でも21位で、横ばいの結果に
※2021年版はPerlと並び19位
有名企業の反応や採用事例
M ...",https://qiita.com//evid/items/adfa237f4dc6b73a2b5d,4,evid
211,AWS Lambdaをいろいろ暴く,"[""AWS"", ""lambda""]","oot root  749 Sep 19  2006 find-jar
-rwxr-xr-x  1 root root  24K Apr  2  2014 find2perl ...",https://qiita.com//Keisuke69/items/9951a93fd711360a61c5,,Keisuke69
209,マイクロサービスのフレームワークまとめ [不定期更新](2017/02/25更新),"[""JavaScript"", ""Java"", ""Ruby"", ""Go"", ""C#""]","】Armin Ronacher 
【ページ】
homepage
download
github
Perl
Mojolicious
【特徴】リアルタイムWebフレームワークで、 ...",https://qiita.com//yuhattor/items/3c9ad74d89166b7a72db,2,yuhattor
209,Netlify+Node.js+MongoDBでJAMstackな草を生やすサービスをOSSで公開しました!,"[""Auth0"", ""zeit"", ""Netlify"", ""MongoDB"", ""Webサービス""]",g を始めた 2000年代始めごろは、動的言語の Web フレームワークはまだリリースされておらず、Web プログラミング (CGI) といえば必要な知識はほとんど perl ...,https://qiita.com//kt3k/items/10df41c74a752a4c6c9c,,kt3k
209,OS X Mavericks にまっさらな状態から環境設定してみる,"[""tmux"", ""Mac"", ""Vim"", ""Zsh"", ""homebrew""]","), plenv(perl), pyenv(python), ndenv(node)をインストール
$ anyenv install rbenv
$ anyenv insta ...",https://qiita.com//daxanya1/items/d237eb3dc4f5d8cdad9c,2,daxanya1
207,MySQLのGROUP_CONCATがアツい,"[""MySQL""]",ンバとして関連するTagオブジェクトのArrayが入ってるような感覚で良いんですが、内部的には全体のリレーションを表現するために複数回クエリが呼ばれてます（少なくともPerl ...,https://qiita.com//kyuu1999/items/93b02128f07c577b3e48,7,kyuu1999
206,nginScriptで遊んでみた,"[""nginx"", ""JavaScript""]","iptの実行する
js_runは特定のlocationに対してJavaScriptを実行するためのフックをかけることができる。$rに内部データを突っ込んでるのがとてもPerl ...",https://qiita.com//cubicdaiya/items/669d517be5067606c506,,cubicdaiya
210,UNIX系OSのディレクトリ構造表(CentOS 7.3),"[""CentOS"", ""centos7"", ""UNIX"", ""Linux"", ""FHS""]"," Routines)
全ユーザーが使用するアプリケーションソフトウェアやライブラリ群
/usr/bin
ユーザー スラ ビン
一般ユーザー向けの基本でないコマンド群(perl ...",https://qiita.com//uhooi/items/c1388f8d803641bfb8f3,,uhooi
206,【機械学習】Google翻訳(みたいなもの)を自作してみた。,"[""自然言語処理"", ""初心者"", ""機械学習"", ""C++""]","てください。
#英語のトークン化
$ ~/mosesdecoder/dist/tokenizer.perl -l en <~/corpus/wiki.en-ja.en& ...",https://qiita.com//R-Yoshi/items/9a809c0a03e02874fabb,6,R-Yoshi
204,capistrano 3 をできるだけシンプルにサーバーにコマンドを流し込むツールとして使いこなす,"[""Capistrano""]","ev.rb
namespace :utils do
task :ls do
on roles(:app) do
execute ""ls""
end
end
task :perl ...",https://qiita.com//kazuph/items/deeaa7d3f9889674d7fe,,kazuph
204,nvidia-smiコマンドの詳細ついて,"[""DeepLearning"", ""GPU""]",のステータスと状態を確認するのが簡単です。 時間の経過とともにカードを監視する場合は、nvidia-smiが必要以上にリソースを消費する可能性があります。 そのためには、C、Perl,https://qiita.com//miyamotok0105/items/1b34e548f96ef7d40370,1,miyamotok0105
201,急にWindowsでプログラムを書くことになった人向けのクイックスタートガイド,"[""C#""]","tml
デリゲート・匿名メソッド・ラムダ式
ちょっとつまずきやすい（慣れるまで時間がかかりそう）なところなのでこの章で書いておきます。
Cで言うところの関数ポインタ、Perl ...",https://qiita.com//cafeaulait/items/4f1387796590c633f346,2,cafeaulait
198,[翻訳]なぜあなたはGoを学ぶべきなのか？,"[""Go""]",異なりますが、それでも同じプログラミング言語です。Goがもたらすメリットには、C / C++のような高性能、Javaのような効率的な並行処理、そしてPython / Perl ...,https://qiita.com//hareku/items/05c800ee29716bce99ef,2,hareku
197,Docker Ubuntu18.04でtzdataをinstallするときにtimezoneの選択をしないでinstallする,"[""Docker"", ""Ubuntu"", ""apt-get"", ""timezone""]",m in @INC (you may need to install the Term::ReadLine module) (@INC contains: /etc/perl ...,https://qiita.com//yagince/items/deba267f789604643bab,2,yagince
199,さくらのレンタルサーバ（スタンダード）でNode.jsをインストールする,"[""Node.js"", ""さくらのレンタルサーバ"", ""Vim"", ""FreeBSD"", ""ports""]"," things from the main system
setenv  APXS    ${LOCALBASE}/sbin/apxs
setenv  PERL    ${L ...",https://qiita.com//azk0305/items/0bdb0fdab4bc8ebb5909,4,azk0305
194,"パスワード向け正規表現 /^(?=.*?[a-z])(?=.*?\d)[a-z\d]{8,100}$/i を解読する","[""正規表現"", ""JavaScript""]","たは、0から9の文字中で8字以上100字以下の連続」 において、「英字と数字が両方ある」という条件付き と 解読できました。
参考
言語別：パスワード向けの正規表現
Perl ...",https://qiita.com//momotaro98/items/460c6cac14473765ec14,2,momotaro98
194,Node.jsについて調べてみた,"[""Node.js""]","です。
また、JavaScriptエンジンであるV8の処理は、他のPHP/Perl/Ruby/Pythonなどのスクリプト言語の処理エンジン(PHPならZend Engine ...",https://qiita.com//kyrieleison/items/f726061803a0e536c3e1,,kyrieleison
194,ドキュメント書くのを限界までラクにする,"[""blockdiag"", ""doxygen"", ""metamojinote"", ""Jenkins"", ""chef-solo""]","usr/bin/env bash
doxygen
for diagfile in doc/seqsrc/*
do
imgfile=$(echo $diagfile| perl ...",https://qiita.com//umiyosh/items/d73f1e507aa8018b5cf2,,umiyosh
192,フロントエンドとサーバーサイド,"[""プログラミング初心者"", ""プログラミング入門"", ""HTTP"", ""サーバー""]",ち受けて、複雑またはデータベース依存の処理を行う仕組みを作るエンジニアです。サーバーサイドの言語は多岐に渡り、代表的なところではphp・java・C#・python・perl ...,https://qiita.com//ming_hentech/items/8c77993d209289719719,,ming_hentech
188,ImageMagickの使用例 -- 入門,"[""ImageMagick"", ""翻訳""]",のバッチ処理用に設計されています。スクリプト(シェル、DOS、Perl、PHP、など)で画像処理の操作を組み合わせることができます。つまりこの操作は複数の画像に適用することが ...,https://qiita.com//mtakizawa/items/a74bd91f7b3835976461,,mtakizawa
186,【重要】 Qiitaの良記事を、カテゴリ別に分けてみました。,"[""Qiita""]","ンド開発の３ステップ（npmことはじめ）
php
2014年 Webアプリケーションフレームワークトレンド（PHP / Java / Ruby / Python / Perl ...",https://qiita.com//kurosawa_kuro/items/c499bc363a1189b89b00,,kurosawa_kuro
188,「あの言語のアレはこの言語でいうコレだよね」まとめてみた（開発環境・テスト）,"[""言語"", ""開発環境"", ""パッケージ管理""]","経緯
いろんな言語を使う人と交流するときに、別の言語でたとえることが多いな、思った。
「Python でいう pip が Ruby の gem だよ。 Perl でいうところ ...",https://qiita.com//kitsuyui/items/578b07d6797eafb4c153,,kitsuyui
185,timeコマンドでプログラムの実行時間を知る,"[""UNIX""]","作ったスクリプトやプログラムの実行時間を知りたいときに使えるのがtimeコマンドです。timeコマンドの見方と、使い方についてメモを残しておきます。
実行例としてperlとc ...",https://qiita.com//tossh/items/659e5934e52b38183200,,tossh
182,Windowsでwgetする色々な方法,"[""PowerShell"", ""Windows"", ""Go"", ""wget"", ""PHP""]","p/gan2/20080531/1212227507
http://hideack.hatenablog.com/entry/20111023/1319357035
Perl ...",https://qiita.com//nightyknite/items/b4db8766c0b94764cd3c,7,nightyknite
182,変数名・関数名の付け方についての個人的ルール,"[""命名規則"", ""プログラミング""]","分が検索に引っかかってしまいます。
また、単に長さだけではなく、他の変数名や構文、テキスト文字列の一部分になりやすい変数名も避けた方がよいでしょう。そういう意味では、Perl ...",https://qiita.com//Kunikata/items/0337c6744a7c8fbc1586,2,Kunikata
181,【Ruby】乱用厳禁！？後置ifで書くとかえって読みづらくなるケース,"[""Ruby""]"," TooPoorError
or演算子を使って「A? or B ＝ Aか？さもなければBせよ」という書き方もあります。（Perl風）
# 金を持っているか？さもなければ処理中 ...",https://qiita.com//jnchito/items/4e47559a4c821474233a,1,jnchito
181,weechat のススメ（導入〜設定）,"[""IRC"", ""weechat""]","t とは？
モジュール式: 軽量のコアと選べるプラグイン
multi-protocols architecture (mainly IRC)
C 言語、Python、Perl ...",https://qiita.com//taketin/items/dd91ba59dceda96c94aa,1,taketin
180,What is Gradual Typing: 漸進的型付けとは何か,"[""型"", ""Python3"", ""translation""]","ノテーションで何をするかについての基盤を提供することを意味します。また Python 3, JavaScript の次のバージョン (ECMAScript 4) や Perl ...",https://qiita.com//t2y/items/0a604384e18db0944398,2,t2y
180,Mac新調したのでアプリや設定の個人的な棚卸し ,"[""Mac""]","ド認証の無効化
if ! grep -q ""^PasswordAuthentication no$"" /etc/ssh/sshd_config; then sudo perl ...",https://qiita.com//kawaz/items/952cb1a86b1da77cd7ab,,kawaz
179,Swift 3の開発の振り返りとSwift 4の計画が記されたメールの紹介,"[""Swift3.0"", ""Swift"", ""iOS"", ""apple"", ""Swift4""]","-by-defaultモデルを危うくすることなく)
ゴールは、Perlより優れた文字列処理を行えるようにすることである
メモリーオーナーシップモデル: Cyclone/Rus ...",https://qiita.com//mono0926/items/c51b74fae679e1e39d2b,3,mono0926
178,Word や PowerPoint のファイルを grep したり diff したりする,"[""grep"", ""diff"", ""docx"", ""pptx"", ""Perl""]"," でエラーになるためだ。
インストール
cpanminus
CPAN から cpanminus 自身でインストールするのがよさそうだ。一般ユーザ権限で実行すると ~/perl ...",https://qiita.com//kaz-utashiro/items/30594c16ed6d931324f9,,kaz-utashiro
178,Cygwinのターミナルエミュレータminttyの導入,"[""Cygwin"", ""mintty""]","raphicsMagick-devel
libGraphicsMagick3
libImageMagick1
libMagick-devel
libMagick10
perl ...",https://qiita.com//d9magai/items/b988f4c881cfa1261512,4,d9magai
179,Webアプリケーションの全体像を掴む,"[""入門""]","ーバの登場
CGI経由で動的コンテンツを生成すると、Webサーバへリクエストが届くたびにプロセスが起動するため、時間がかかるといった性能面の問題と、当時使用されていたPerl ...",https://qiita.com//tamago3keran/items/f470593926458b7ef52a,,tamago3keran
178,"LAMP環境（Linux,Apache,MySQL）の障害対応で最初のアタリをつけるための秘伝のタレ","[""LAMP環境"", ""Apache"", ""MySQL""]","か？という初動対応のお話をします。
そもそもLAMP環境とは
OS:Linux
Webサーバ:Apache
データベース:MySQL
アプリケーション：PHP/Perl/Py ...",https://qiita.com//karia/items/49070cb5414cacb974e1,2,karia
177,Latexmkから学ぶPDF化までの処理の流れ,"[""LaTeX"", ""TeX"", ""Latexmk""]","ァイル名を.latexmkrcとして記述します．
　よくネット上に書かれてる設定を下に書いて，それぞれ説明します
.latexmkrc
#!/usr/bin/env perl ...",https://qiita.com//Rumisbern/items/d9de41823aa46d5f05a8,,Rumisbern
177,Goを勉強しはじめた時にたどり着いたリンク集,"[""Go""]","y read the Go Tutorial and Effective Go.  This site is the next step.』
スライド
Go For Perl ...",https://qiita.com//taizo/items/8157b772d914f9929314,,taizo
179,アルゴリズムトレードへの誘い,"[""機械学習"", ""アルゴリズム"", ""システムトレード"", ""MQL4""]","学習を用いる場合
学習モデルをじっくり時間をかけて作り、MT4からそれを呼び出して用いる。
学習モデルの作成
機械学習を用いる場合はMT4やMQLでは非力であるため、perl ...",https://qiita.com//teresa/items/409f71e2da774d17e3f6,4,teresa
173,"Perl, Python 及び Ruby スクリプトにおける正しいshebangの書き方","[""UNIX"", ""Perl"", ""Python"", ""Ruby""]"," arguments with a shebang (i.e. #!)?
Stack Overflow : Perl: Shebang (space?) “#! ”?
The ...",https://qiita.com//tueda/items/369215b99316b2e9f3d8,3,tueda
172,いかに素早く目的のディレクトリにcdするか、そのためのTips,"[""Mac"", ""Bash"", ""Linux""]"," ""$1"" | perl -ne 'print ""../"" x ( tr/\./\./ - 1 )' )
else
pushd ""$1"" > /dev/null
fi
 ...",https://qiita.com//xtetsuji/items/31bc53e92d94b1602b5d,2,xtetsuji
172,OpenAPI generatorを試してみる,"[""OpenAPI"", ""OpenAPIGenerator"", ""api"", ""swagger""]","angular
- javascript-flowtyped
- jaxrs-cxf-client
- jmeter
- kotlin
- lua
- objc
- perl ...",https://qiita.com//amuyikam/items/e8a45daae59c68be0fc8,,amuyikam
171,Googleドキュメントでコードを綺麗に表示したい・シンタックスハイライトしたい,"[""シンタックスハイライト"", ""googleドキュメント"", ""GoogleDocs"", ""syntax-highlight"", ""code-prettify""]","
markdown
matlab
nginx
objectivec
perl
php
powershell
processing
python
r
ruby
rust
sca ...",https://qiita.com//silverlining-yamashita/items/a85302ee3b70fa407eb5,,silverlining-yamashita
167,Macの開発環境をzshで良い感じにする,"[""homebrew"", ""環境構築"", ""Zsh"", ""Peco"", ""Ghq""]","co
+ function peco-history-selection() {
+     BUFFER=$(history 1 | sort -k1,1nr | perl ...",https://qiita.com//bake0937/items/79e350a474c1cd60a5e0,1,bake0937
167,Cureutilsを使ったプリティでキュアキュアなターミナルライフの実現,"[""プリキュア"", ""シェル芸"", ""Ruby"", ""Zsh"", ""Docker""]",、何かとプリキュアの関連情報の取扱いが必要になる場面があると思います。事実、そのようなニーズに応えるためにRubyのプリキュア実装であるRubicure10をはじめ、Perl ...,https://qiita.com//greymd/items/666a26459aa1bd4cb06c,3,greymd
167,なぜReactでもVueでもなくElmを使っているのか,"[""Elm"", ""React"", ""Vue.js""]","、Ruby
Script-Dynamic-Weak-Managed： Perl、PHP、JavaScript
Proc-Static-Weak-Unmanaged：C、C++ ...",https://qiita.com//lambda_funtaro/items/2d4d82412d0bb7179cf3,1,lambda_funtaro
165,PHP7で宇宙船演算子を使いこなすぞ,"[""PHP""]","です。1と-1はtruthy、0はfalsyなので、0のときだけ?:の後ろが評価されるわけです。
Perlなどではorで繋ぐことができますが、PHPのOR演算では結果がBoo ...",https://qiita.com//Hiraku/items/62821d7d0e7af1ac211e,,Hiraku
166,PostgreSQL を CentOS にインストールするには,"[""PostgreSQL"", ""CentOS"", ""インストール""]","l14-devel
開発用ヘッダファイルとライブラリ
postgresql14-llvmjit
JIT コンパイル対応
postgresql14-plperl
PL/Perl ...",https://qiita.com//tom-sato/items/e1903cb974fb6c6d5664,,tom-sato
163,ROUGEを訪ねて三千里:より良い要約の評価を求めて,"[""機械学習"", ""自然言語処理"", ""Python""]","ータセットがないため2、日本語で比較したらどうなるかはわかりません。この点については、データセットを準備予定です。
評価指標の計測
ROUGEスコアの計測は、伝統的なPerl ...",https://qiita.com//icoxfog417/items/65faecbbe27d3c53d212,,icoxfog417
164,Git フックの基本的な使い方,"[""Git"", ""githooks"", ""pre-commit"", ""commit-msg"", ""GitHub""]","のように表示されると便利です。
TIPS: 他のスクリプト言語も実行可能
今回の例ではシェルスクリプトを使用しましたが、Ruby や Perl などの別のスクリプト言語を実行 ...",https://qiita.com//noraworld/items/c562de68a627ae792c6c,,noraworld
161,GoでYAMLを扱うすべての人を幸せにするべく、ライブラリをスクラッチから書いた話,"[""Go"", ""YAML""]","YAML には他の YAML ファイルを読み込む仕様がないので、定義を複数のファイルに分割して書いたりすると、 アンカーを使い回せないのをなんとかして欲しい
過去に Perl ...",https://qiita.com//goccy/items/86abe72b472993b5516a,1,goccy
160,Stackを使って楽しくHaskellスクリプティング,"[""Haskell""]",ますが、理想的には）管理できるのですが、シェルスクリプトやPerl、あるいは最近ならPythonでやるような、コードを直接インタプリタで実行するような形のコードでは、そのよう ...,https://qiita.com//tanakh/items/1ca4ba9e1f5006a30106,,tanakh
161,NodeBrewインストール編,"[""nodebrew""]","w install node brewをした場合、うまく起動できない？と思います。
ターミナルで以下を実行する。
curl -L git.io/nodebrew | perl ...",https://qiita.com//ebisennet/items/15c3c9fdb04e66db6323,,ebisennet
160,Swift4で何がかわりそうなのか,"[""swtws"", ""iOS"", ""Swift""]","
StringはPerlよりも優れていることを目指しています 特に改善したいのは、人間工学、正確さ、パフォーマンスの３つです。Stringは標準ライブラリやFoundatio ...",https://qiita.com//d_date/items/b3562f542afc306791ce,,d_date
158,おい、NeoBundle もいいけど vim-plug 使えよ,"[""Vim""]","に絞っております。
ツール
初コミット
スター数
実装言語
pathogen
2008/10/23
7,050
VimL
Vimana
2009/07/19
188
Perl ...",https://qiita.com//b4b4r07/items/fa9c8cceb321edea5da0,,b4b4r07
158,[まとめ] Go Conference 2014 autumn,"[""勉強会"", ""カンファレンス・勉強会メモ"", ""Go"", ""gocon""]"," までは bundles CLI (perl)
Go v1.4 では Go で再実装された -- より便利に
Tips: header で Content-Type を明示的 ...",https://qiita.com//yoheimuta/items/81763237dc41ae33e891,,yoheimuta
159,プログラミングの学び方,"[""programming"", ""Java"", ""rack"", ""multipart"", ""新人プログラマ応援""]",".githubusercontent.com/rack/rack/1.6.4/test/spec_multipart.rb | grep ""should \"""" | perl ...",https://qiita.com//kawasima/items/378087008731bf45dfdf,,kawasima
157,Pythonでやさしくしっかり学ぶ正規表現,"[""Python"", ""Python3"", ""正規表現"", ""regularexpression"", ""regex""]","の元になっているというのは少し不思議な感じですね。
その後UNIXやB言語、Goなどで有名なケン・トンプソンさんによって1968年ごろに大きく正規表現が発展し、さらにPerl ...",https://qiita.com//simonritchie/items/43b3dfd9419f442d48ad,8,simonritchie
156,サーバサイドでExcelブックを生成するいくつかの方法,"[""Excel"", ""AdventCalendar""]","ですが、.xlsx以外にもいろんなファイルフォーマットをサポートしています。
Perl →Excel::Writer::XLSX
書き込み専用ですがチャートはサポートしていま ...",https://qiita.com//matarillo/items/549493f6bb7e36c99443,2,matarillo
155,Vim の種類 (Vim family),"[""Vim""]","_intg -osfiletype -path_extra -perl 
-persistent_undo -printer -profile -python -python ...",https://qiita.com//b4b4r07/items/f7a4a0461e1fc6f436a4,,b4b4r07
154,2014年 Webアプリケーションフレームワークトレンド（Node.js）,"[""Node.js"", ""JavaScript""]",2014年 Webアプリケーションフレームワークトレンド（PHP / Java / Ruby / Python / Perl）を見ていて「Node版がない！」と思ったので、勢 ...,https://qiita.com//oukayuka/items/14bfdcb6b5411a2b4b7c,3,oukayuka
154,CPU脆弱性Meltdownのパッチ適用でベンチマークスコアが25％低下した,"[""セキュリティ"", ""Meltdown"", ""脆弱性"", ""LINPACK"", ""unixbench""]","ます。
実行時の引数-iは試行回数です。デフォルトだと10回実行するので30分ほどかかります。
インストールから実行までの手順
# sudo yum install perl ...",https://qiita.com//tenn/items/6fb0d846b28a06bec204,,tenn
154,.vimrc の基本的な設定項目について,"[""vimrc"", ""Vim""]",たとしても、それが Prolog ファイルなのか Perl スクリプトなのかを判別することができるのです。ファイルタイププラグインとは、ファイルの種類毎に定義された共通の設定 ...,https://qiita.com//kojionilk/items/67379e68cf54d811081a,,kojionilk
151,MSYS2 による gcc 開発環境の構築,"[""msys2"", ""GCC""]","-20130712  libgdbm-1.11-3  libsqlite-3.8.8.2-1
openssh-6.7p1-1  perl-5.20.2-1  ",https://qiita.com//spiegel-im-spiegel/items/ba4e8d2418bdfe0c8049,1,spiegel-im-spiegel
152,ちゃんと公式ドキュメントで確認するプログラマのリンク集,"[""Java"", ""JavaScript"", ""Web"", "".NET""]","/Introduction.html
Perl
Document
URL
Note
Manual
http://perldoc.perl.org/",https://qiita.com//egnr-in-6matroom/items/3847c233be9fbf2a68fc,2,egnr-in-6matroom
151,Mac に anyenv でサクッとマルチ開発環境構築,"[""anyenv"", ""rbenv"", ""ndenv"", ""Node.js"", ""Ruby""]","ndenv    # Node.js
nenv     # Node.js
nodenv   # Node.js
phpenv   # PHP
plenv    # Perl ...",https://qiita.com//yutackall/items/6c48cf56317d8501f6df,,yutackall
148,Railsしかできない奴はいつまで経ってもRailsしかできない,"[""Rails"", ""ポエム""]","触ったことがない。Monoとか.NET Coreとか知っているはずがない。
Perlやってみたけど、全く似ていないから、挫折する。時代遅れと言って、Perl ...",https://qiita.com//raccy/items/a8e8095528a6b3faabb2,8,raccy
149,その「0」は何進数ですか？,"[""プログラミング言語"", ""雑学""]","りの八進数リテラルしかない)
Haskell
Python
Rust
Swift
十進数 (そもそも八進数リテラルがない)
C#
D
Kotlin
Scala
不明
Perl ...",https://qiita.com//yoh2/items/90ef827150f0216891b8,13,yoh2
149,Aimingデータ解析チーム現場だより,"[""document"", ""TreasureData"", ""Docker"", ""Ansible""]","開発者がレビューするときにも楽だ。
上から下に評価されて実行されるし。
docker
https://www.docker.io/
chefで毎度のごとくruby, perl ...",https://qiita.com//futoase/items/a1660ffec9c67c586c3a,2,futoase
149,協調フィルタリング型レコメンドエンジン開発のため仕様について考える,"[""Python"", ""レコメンド""]",であることが保証され、RDSよりI/Oが早いです。またRuby、PHP、Node.js、Perlからもライブラリが存在するため利用が容易です。Atomicであることが保証され ...,https://qiita.com//haminiku/items/ca7eec8ed09982aec9b5,,haminiku
148,PHPしか書けないザコがメールアドレス正規表現でガチ勢に挑んでみた,"[""PHP"", ""セキュリティ"", ""正規表現"", ""Perl"", ""IPv6""]"," 管理人の小飼さんが紹介されている有名な記事です。
http://blog.livedoor.jp/dankogai/archives/51189905.html
(Perl ...",https://qiita.com//mpyw/items/257eabe0b43b1e02e6f7,22,mpyw
149,ドキュメント変換ツールPandoc：ユーザーズガイドを熟読して分かったマニアックな使い方,"[""Pandoc"", ""Markdown""]",", ocaml,
octave, pascal, perl, php, pike, postscript, prolog, python, r,
relaxngcompact ...",https://qiita.com//sky_y/items/5fd5c9568ea550b1d7af,3,sky_y
147,プログラミング言語ランキングより：2016年 動向を見守るべき言語は Elixir、Julia、Rust、Swift、TypeScript,"[""Elixir"", ""Julia"", ""Rust"", ""Swift"", ""TypeScript""]","cript
2 Java
3 PHP
4 Python
5 C#
5 C++
5 Ruby
8 CSS
9 C
10 Objective-C
11 Shell
12 Perl ...",https://qiita.com//tatsuya6502/items/d82fd8f1244afff4db13,1,tatsuya6502
147,はじめてTeXを使う人が知っておくといいことまとめ,"[""TeX"", ""TeXStudio"", ""LaTeX"", ""upLaTeX""]","画面が開きます。
Linux(GUI)
まず、GUIの表示に必要なPerl/Tkを次のようなコマンドでインストールします。
sudo apt -y install ",https://qiita.com//tats-u/items/01d48eb70a8b359b0d95,2,tats-u
146,wordmoveを使ってWordPressサーバのデータを開発機に再現,"[""WordPress""]","たりします。下記はDBの変換をしている一例です。
perl -pe ""s/http:\/\/ステージング環境\/プレフィクス\//https:\/\/本番環境\/プレフィクス ...",https://qiita.com//akiko-pusu/items/43d87896a518233d9503,1,akiko-pusu
146,Swift / Xcode 6 関連の記事をまとめてみる（更新継続）,"[""iOS"", ""Swift"", ""Xcode""]"," Qiita
Cocoa - CALayerより手前にNSTextFieldを表示する - Qiita
SwiftでJavaScript - Qiita
SwiftでPerl ...",https://qiita.com//oreo3@github/items/19386ce85058fd9d6568,,oreo3@github
145,node.jsでこんなのもテストしたい!! という話,"[""mocha"", ""test"", ""mongoose"", ""Node.js""]","てみて考えます。
mongooseなモデルをテスト
これはなんてこたぁない普通のテストだと思うんですが。
ただ、しばらくPerlばっかり書いてる時期があった名残で、
dbの初 ...",https://qiita.com//fnobi/items/14c9f298d88fc2a2e53d,2,fnobi
147,terminalを棄ててEmacsと心中するための設定,"[""Emacs""]","の方で、そのファイルを環境変数として読み込む処理を書く
という流れです。実際のコードはこんな感じ。
.bashrc
## create emacs env file
perl ...",https://qiita.com//fnobi/items/8906c8e7759751d32b6b,,fnobi
144,Rustのコレクション型まとめ (VecやHashMapなど),"[""Rust""]","(map.get(""c""), Some(&1972)); // get()を使うと、キーが存在する場合はSomeを、
assert_eq!(map.get(""perl ...",https://qiita.com//garkimasera/items/a6df4d1cd99bc5010a5e,1,garkimasera
142,Linux: SUID、SGID、スティッキービットまとめ,"[""chmod""]","プを継承する
/usr/bin/write
スティッキービット
1000
o+t
意味なし
その中のファイルを名前変更・削除できるのは所有者のみ
/tmp
※シェルやperl ...",https://qiita.com//aosho235/items/16434a490f9a05ddb0dc,,aosho235
144,知っておきたい海外有名エンジニア,"[""memo"", ""初心者"", ""エンジニア""]","よりいいアルゴリズムを考え出したり、もっと簡単に仕事をする方法を思いついたりするんだ。
ラリー・ウォール
ラリー・ウォール(Larry Wall)
プログラミング言語Perl ...",https://qiita.com//hatahata/items/d8fba8edc76f5306e18a,,hatahata
143,Githubで一番有名なGit TIPS集,"[""Git"", ""GitHub"", ""tips""]","EB 1 2017' --until='FEB 14 2017'
Exclude author from logs
指定者以外のログを表示する。
git log --perl ...",https://qiita.com//rana_kualu/items/4d5e27244256e9689304,,rana_kualu
141,プログラミングは英語圏の人が圧倒的に有利、もはや卑怯なレベル,"[""Node.js"", ""JavaScript"", ""英語"", ""ポエム"", ""プログラミング""]","にITプロジェクトへのオファーと、数ヶ月の自習期間を与えられる。
２０年ぶりに見るWEB開発のノウハウは、HTML、CSS、PERLでコツコツ書いていた２０年前とは別世界であ ...",https://qiita.com//monsoonTropicalBird/items/2dc9dd7d31c35f426c5b,18,monsoonTropicalBird
136,一日のGitコミットをMarkdownに変換するワンライナー,"[""Git"", ""Qiita""]","g user.email) --pretty=""format:[%h](https://github.com/$PROJECT/commit/%h) | %s"" | perl ...",https://qiita.com//yuku_t/items/7c2077e31b2480a2689e,6,yuku_t
136,細かすぎて使わない R 小技集,"[""R""]",ので，これで必要な列の番号を取り出します．次の例では，列名に Width を含む列のみを取り出します．複雑なパターンを書きたい場合は Perl 形式の正規表現を使えたほうが便 ...,https://qiita.com//U25CE/items/1c6c03f06bd8be93230c,4,U25CE
135,正規表現で名前付きキャプチャを使う,"[""正規表現"", ""Ruby""]","Perl (5.10以降)
.NET (C#, VB.NET等)
この記事で紹介するような処理はこれらの環境でもできるはずなので、使い方については各環境のAPIドキュメント等 ...",https://qiita.com//jnchito/items/cceb669cb06fc044f411,2,jnchito
135,DockerとSwarmで既存アプリをサーバーレス化してみよう！,"[""Docker""]"," result
Perl
結果表示画面
以下でポイントごとにソースを見る/比較を行ってみます。
ポイント
リクエスト処理部分
voting appとresult appという ...",https://qiita.com//yamamoto-febc/items/1a92768729e0f5ee248b,1,yamamoto-febc
134,HTML の表 (<table> タグ) をスクレイピングする時も pandas が超便利,"[""Python"", ""pandas"", ""スクレイピング""]","HTML の表をスクレイピングするのは結構だるい作業です。
私は以前は、単純な HTML であれば、うまく特徴を見つけて awk や sed を作ったり、
Perl の正規表 ...",https://qiita.com//kitsuyui/items/4906bb457af4d0e2d0a5,2,kitsuyui
133,AWS EC2でメモリ利用率をCloud Watchで監視する,"[""AWS"", ""AWS_SDK"", ""CloudWatch""]","のグローバルIPアドレス
必要なパッケージをインストール
sudo yum -y install perl-DateTime perl-Sys-Syslog ",https://qiita.com//masarufuruya/items/212adbfb285476683c47,,masarufuruya
131,安全なSQLの呼び出し方,"[""SQL"", ""SQLアンチパターン""]","れることになる。この現象が SQL インジェクションである。
文字列リテラルに対するSQLインジェクション
SQL の id 列は文字列型を想定しており、$id は Perl ...",https://qiita.com//Morinikiz/items/dfdb33f25df4df0f672c,,Morinikiz
